1	-76.439928	-76.348356	-76.422501	-76.43010674	-76.410223	0.041856896
2	-152.887534	-152.704601	-152.852667	-152.8680364	-152.828210	0.083631526
3	-229.344559	-229.069851	-229.293213	-229.3166179	-229.256060	0.125901535
4	-305.802591	-305.436006	-305.732757	-305.7637809	-305.683784	0.167637373
5	-382.257905	-381.799987	-382.169303	-382.208964	-382.109040	0.209197444
5	-382.256096	-381.796990	-382.171231	-382.2100686	-382.108596	0.210614003
