HF/3-21G                -453.674140
HF/6-311++G(d,p)	-456.384263
B3LYP/6-311++G(d,p)	-458.829932
MP2/aug-cc-pvdz		-457.639728
m062x/6-311++G(d,p)	-458.612058	
