cc-pV		-401384.6159	-401431.1022	-400774.5518	-400924.1187
may-cc-pV	-401403.7107	-401438.6808	-400797.2089	-400933.5361
jun-cc-pV	-401405.2169	-401438.754	-400805.8483	-400936.6016
jul-cc-pV	-401405.4482	-401438.9224	-400819.0041	-400942.0893
aug-cc-pV	-401406.2198	-401439.4249	-400824.5312	-400944.6326
