194
-1.66787004	2.50223303
-1.66466403	2.41512799
-1.66463602	2.41370797
-1.66062498	2.38512206
-1.68001103	2.54778099
-1.66863298	2.42041302
-1.68460596	2.58234596
-1.68223298	2.57651997
-1.67138195	2.42446804
-1.66699505	2.40809894
-1.68067896	2.56455708
-1.66588295	2.41654396
-1.68043494	2.54834604
-1.67983794	2.55495906
-1.66672695	2.41699505
-1.665465	2.40527391
-1.67055297	2.40792394
-1.68951905	2.65133405
-1.68958199	2.65203309
-1.68955398	2.65086508
-1.67042899	2.40272093
-1.68963099	2.65160894
-1.67077196	2.40918303
-1.67026806	2.40190792
-1.66987705	2.42031693
-1.68756199	2.63144493
-1.68578506	2.62210989
-1.67030704	2.39543009
-1.67040598	2.39968896
-1.68838096	2.64421606
-1.68610799	2.6231339
-1.66867101	2.40638995
-1.669649	2.44318104
-1.67316401	2.42502594
-1.67575204	2.54063892
-1.69031703	2.61170602
-1.68190706	2.55601311
-1.69039297	2.61377192
-1.667081	2.42642403
-1.668962	2.42066193
-1.68472803	2.64839506
-1.684618	2.64144111
-1.68357503	2.65261507
-1.68568695	2.66001606
-1.686885	2.66015291
-1.669186	2.42541003
-1.67093599	2.41703391
-1.67026305	2.42396903
-1.67017698	2.40753388
-1.67058098	2.417027
-1.68825495	2.61128998
-1.68650806	2.59481812
-1.68695402	2.58129907
-1.670964	2.423913
-1.66946101	2.44062805
-1.67285097	2.4541049
-1.68024302	2.50592399
-1.67438304	2.49372196
-1.69353902	2.63595104
-1.67500699	2.44028902
-1.68199003	2.54876494
-1.67218602	2.44896007
-1.67295599	2.4972229
-1.66555703	2.40048194
-1.68796802	2.63513708
-1.67737401	2.49884009
-1.69995904	2.65071893
-1.66926503	2.46416092
-1.67384601	2.41138291
-1.68611503	2.6193161
-1.68684304	2.55352402
-1.68671703	2.57365704
-1.67513704	2.44174099
-1.66769004	2.4517169
-1.66746294	2.42551494
-1.67301798	2.482198
-1.67533898	2.50365496
-1.69103801	2.6602931
-1.69231904	2.66502309
-1.67019999	2.44432592
-1.69172502	2.6280179
-1.70183301	2.67926311
-1.68718004	2.61633897
-1.68829298	2.61352992
-1.67126095	2.4198401
-1.68295395	2.50694609
-1.67475402	2.4418931
-1.67458701	2.48502803
-1.67173302	2.42172003
-1.66631401	2.40967202
-1.67488098	2.44468808
-1.67625403	2.56682611
-1.67632401	2.50481105
-1.68717802	2.65560508
-1.69015098	2.648947
-1.66711903	2.40926003
-1.69007099	2.6760931
-1.68032801	2.5309751
-1.67145097	2.43246102
-1.66602695	2.3902781
-1.70168996	2.68432307
-1.68374002	2.60441804
-1.68599296	2.59584498
-1.68827498	2.5453651
-1.67602503	2.44423199
-1.69547606	2.64085102
-1.66752005	2.39378095
-1.67749906	2.53160501
-1.66996205	2.41389108
-1.68433404	2.58631992
-1.68931901	2.66708803
-1.67248797	2.42002797
-1.66663802	2.40565109
-1.68495703	2.584867
-1.685467	2.58319211
-1.69148898	2.60388088
-1.66998005	2.43993092
-1.69137001	2.67940211
-1.67021501	2.42217112
-1.69234395	2.69304895
-1.67549598	2.42512894
-1.68593705	2.62736893
-1.67378604	2.42410493
-1.68507695	2.54378104
-1.67318797	2.43053389
-1.68643701	2.616009
-1.69206703	2.66480303
-1.67039096	2.43437195
-1.68999696	2.670362
-1.68555403	2.62476397
-1.68949199	2.66725206
-1.68421602	2.52752709
-1.69439006	2.67276311
-1.68818104	2.62180805
-1.687271	2.61666107
-1.67342603	2.4202919
-1.68757796	2.63725305
-1.67096698	2.43018603
-1.68541002	2.61466503
-1.69073606	2.66729093
-1.67137599	2.40897298
-1.66968799	2.44125295
-1.69315195	2.65744495
-1.67532802	2.45352197
-1.68878996	2.6129601
-1.68821895	2.62325501
-1.68691695	2.55211496
-1.67069304	2.41701102
-1.693964	2.61296296
-1.68893301	2.54092908
-1.67857695	2.4932301
-1.68620098	2.60660195
-1.67044306	2.41866899
-1.67051601	2.419276
-1.68378103	2.66110706
-1.67230701	2.42962694
-1.67144203	2.42869306
-1.684268	2.65976691
-1.68599296	2.63587594
-1.68205404	2.6387589
-1.68394303	2.67129493
-1.68447804	2.62921691
-1.67713404	2.62355804
-1.678967	2.62959599
-1.67777002	2.62273002
-1.66671503	2.39934492
-1.68765104	2.66725492
-1.66741705	2.39472294
-1.68838596	2.66340089
-1.68101096	2.66118002
-1.66990697	2.40089202
-1.67196	2.4224
-1.66923296	2.41792798
-1.68466997	2.66955209
-1.68611896	2.68561792
-1.669559	2.41680002
-1.68560398	2.67980504
-1.66853499	2.41849303
-1.683676	2.66230989
-1.66954696	2.42768788
-1.68391204	2.67112303
-1.68348598	2.66497111
-1.66929495	2.42262697
-1.670856	2.42550707
-1.69261599	2.610816
-1.68992901	2.63770294
-1.66838706	2.41255498
-1.68035698	2.51766992
-1.68966496	2.65863895
-1.67517495	2.52128291
-1.67181504	2.43563795
-1.68231404	2.5309751
-1.69083405	2.61402106
-1.68013	2.50896597
