-1.66787004	0.709113002	3.38688302	-1.96865594	2.50223303	0.849812984
-1.66466403	0.628138006	3.26359105	-2.00731611	2.41512799	0.880388021
-1.66463602	0.627113998	3.26216602	-2.0079391	2.41370797	0.880402982
-1.66062498	0.663788021	3.22353792	-1.895962	2.38512206	0.875428975
-1.68001103	0.706277013	3.44910908	-2.03655505	2.54778099	0.854673982
-1.66863298	0.651057005	3.27248001	-1.970366	2.42041302	0.882719994
-1.68460596	0.729853988	3.48919797	-2.02948904	2.58234596	0.857465982
-1.68223298	0.725637019	3.48253012	-2.03125596	2.57651997	0.853348017
-1.67138195	0.659129024	3.27603793	-1.95778	2.42446804	0.88280499
-1.66699505	0.647022009	3.25693393	-1.96289003	2.40809894	0.880895019
-1.68067896	0.722594023	3.4656539	-2.02046609	2.56455708	0.855970025
-1.66588295	0.655892015	3.26464701	-1.95286405	2.41654396	0.880348027
-1.68043494	0.709239006	3.44907594	-2.03059793	2.54834604	0.856137991
-1.67983794	0.716265976	3.45505095	-2.02251911	2.55495906	0.855624974
-1.66672695	0.654926002	3.26610994	-1.95625806	2.41699505	0.881024003
-1.665465	0.645735025	3.25290394	-1.96143401	2.40527391	0.880149007
-1.67055297	0.650955975	3.25976992	-1.95785701	2.40792394	0.882677972
-1.68951905	0.765672982	3.58036304	-2.04901791	2.65133405	0.850399971
-1.68958199	0.765685022	3.58119011	-2.04981995	2.65203309	0.850452006
-1.68955398	0.764783978	3.57993698	-2.05036998	2.65086508	0.850440025
-1.67042899	0.646736979	3.25441098	-1.96093702	2.40272093	0.882704973
-1.68963099	0.765506983	3.58082604	-2.04981208	2.65160894	0.850506008
-1.67077196	0.651557982	3.26134396	-1.95822704	2.40918303	0.882840991
-1.67026806	0.646263003	3.25339508	-1.96086895	2.40190792	0.882584989
-1.66987705	0.658968985	3.27164602	-1.95370901	2.42031693	0.882004976
-1.68756199	0.751941025	3.55770993	-2.053828	2.63144493	0.848897994
-1.68578506	0.746451974	3.54433203	-2.05142689	2.62210989	0.84958303
-1.67030704	0.640205026	3.24566603	-1.96525598	2.39543009	0.88223201
-1.67040598	0.643275023	3.25008011	-1.96352994	2.39968896	0.88221997
-1.68838096	0.760226011	3.571733	-2.05128098	2.64421606	0.849411011
