206
-2.31076789	1.86178696
-2.21630907	1.74347603
-2.28010011	1.88761997
-2.28034401	1.88945401
-2.19689989	1.73572302
-2.19130111	1.75063896
-2.16943097	1.719136
-2.32899094	1.87531996
-2.32817602	1.88643706
-2.34666491	1.92171597
-2.20362496	1.74558699
-2.20341206	1.75341797
-2.20228291	1.73004997
-2.32340407	1.90976
-2.32317591	1.91714203
-2.32156897	1.88545799
-2.15650606	1.71047199
-2.15615296	1.711375
-2.35798693	1.92543197
-2.35818696	1.92380798
-2.15656304	1.71102703
-2.15676403	1.71098804
-2.35763693	1.92427301
-2.35771108	1.92383599
-2.15896606	1.69917905
-2.17157507	1.713817
-2.15907311	1.69830596
-2.34561205	1.90702498
-2.17189598	1.71478498
-2.35493994	1.92822695
-2.34549999	1.90832603
-2.35424995	1.91907799
-2.30513406	1.86268497
-2.22168398	1.76642895
-2.22581291	1.74273801
-2.14229202	1.70665002
-2.36978889	1.96218598
-2.28986192	1.81783295
-2.13990092	1.69316399
-2.37836695	1.94509494
-2.34502602	1.92801797
-2.176929	1.71000004
-2.17176795	1.71043503
-2.16132808	1.70492101
-2.16545796	1.71941102
-2.35433507	1.91632998
-2.34942794	1.90694594
-2.34739208	1.923931
-2.17169595	1.71935701
-2.34601998	1.91377199
-2.29001403	1.82878494
-2.18311906	1.73144305
-2.23991704	1.77512002
-2.2257061	1.74253905
-2.10577893	1.65583503
-2.27828908	1.83837903
-2.3657279	1.925282
-2.14264798	1.67846704
-2.33555698	1.89921904
-2.39738011	1.97264302
-2.21539497	1.72320497
-2.24129605	1.765674
-2.36096597	1.93542194
-2.14774299	1.68526399
-2.16881108	1.75394297
-2.29076004	1.82733798
-2.27926993	1.79745996
-2.42265201	1.97151399
-2.36260796	1.93355298
-2.08591604	1.62760699
-2.15982389	1.71915305
-2.27480412	1.835549
-2.227355	1.75264394
-2.1275661	1.65773594
-2.28574395	1.82413495
-2.36798406	1.96456099
-2.10996699	1.67512202
-2.24851203	1.80280697
-2.39791608	1.96548295
-2.3785851	1.92895198
-2.06568003	1.62176704
-2.42900801	2.00085497
-2.20743203	1.73860204
-2.17722607	1.73638904
-2.23304105	1.755602
-2.16238689	1.69429898
-2.267313	1.78154695
-2.34848905	1.90143096
-2.31987906	1.88317299
-2.34002995	1.92618704
-2.15756202	1.69395804
-2.20176506	1.73672497
-2.36656594	1.90106404
-2.14475489	1.68567598
-2.2651	1.75799096
-2.25110507	1.76722097
-2.36861491	1.91753995
-2.355124	1.92029095
-2.14162397	1.68364799
-2.32170796	1.88255703
-2.06493211	1.60195601
-2.33779311	1.90434802
-2.18214202	1.72623003
-2.17672706	1.72381794
-2.23349309	1.734779
-2.34306407	1.91932499
-2.42224789	1.98364305
-2.32266498	1.90648603
-2.26802611	1.81911004
-2.20701289	1.77264595
-2.14628601	1.689677
-2.24011111	1.75085795
-2.11943412	1.650967
-2.19920993	1.74137199
-2.38601708	1.95481896
-2.26621199	1.81414998
-2.2108829	1.758026
-2.31513596	1.90765095
-2.10765696	1.66347599
-2.36557293	1.93015099
-2.390486	1.96859205
-2.32258391	1.90410101
-2.24683309	1.80021405
-2.25356603	1.76344097
-2.19351506	1.74566996
-2.13554001	1.70863199
-2.37399507	1.96065104
-2.37103009	1.93347394
-2.17539406	1.72073603
-2.36961293	1.92687595
-2.13737202	1.64221394
-2.14119911	1.68748403
-2.33893394	1.89236796
-2.32857704	1.89700496
-2.34218597	1.91179395
-2.26369309	1.78879297
-2.11775398	1.66193402
-2.36807704	1.904369
-2.18143511	1.71446502
-2.3863399	1.95416296
-2.23437095	1.74773097
-2.13899493	1.64362395
-2.13909793	1.66546094
-2.17659497	1.73667002
-2.33488107	1.89024901
-2.37145305	1.91804397
-2.25024509	1.75587904
-2.20664406	1.76870799
-2.14816809	1.66122103
-2.35632205	1.90068805
-2.32206297	1.91561401
-2.21784091	1.72846401
-2.26010394	1.76870406
-2.29092097	1.80637801
-2.13103008	1.67899704
-2.42263007	1.96006894
-2.05856395	1.58901703
-2.37522888	1.94952798
-2.18014407	1.72384596
-2.33951211	1.91037703
-2.19489694	1.72447705
-2.1822319	1.72785902
-2.19683909	1.72604406
-2.17189503	1.738868
-2.34262609	1.90221095
-2.34186196	1.89122498
-2.32476997	1.86467195
-2.17231989	1.71933496
-2.33851194	1.89050102
-2.32567	1.89941895
-2.1567781	1.70501101
-2.19249797	1.70974004
-2.15400696	1.69266498
-2.22115302	1.73174703
-2.33081388	1.90707099
-2.30362701	1.85488796
-2.22277808	1.73225498
-2.19543409	1.71458197
-2.30479407	1.85424399
-2.32979989	1.87350094
-2.3554039	1.90811801
-2.35679603	1.92575705
-2.18248606	1.73254704
-2.18678904	1.74251795
-2.18299508	1.72971404
-2.33132696	1.86803603
-2.18690395	1.73013401
-2.18648696	1.72407997
-2.18722391	1.74374795
-2.33046007	1.86730897
-2.33295393	1.89769602
-2.33404708	1.87852705
-2.33340001	1.87193298
-2.33351707	1.89876103
-2.12886095	1.66989899
-2.2629869	1.79714799
-2.23926592	1.76963198
-2.06010389	1.59574902
-2.25516295	1.76859105
-2.23833799	1.74130201
-2.36825299	1.94340003
-2.27433705	1.80541694
-2.14226007	1.70473802
-2.2699821	1.76549101
-2.37969303	1.93448806
-2.43274593	1.95743501
