-2.31076789	1.86178696	6.60575294	-2.88217902	4.79040098	1.24222803
-2.21630907	1.74347603	6.27311611	-2.78616405	4.56606388	1.14124298
-2.28010011	1.88761997	6.45063877	-2.67539811	4.69059992	1.21480596
-2.28034401	1.88945401	6.45427704	-2.67536902	4.69373083	1.21497798
-2.19689989	1.73572302	6.12187386	-2.6504271	4.46324921	1.12258506
-2.19130111	1.75063896	6.13750076	-2.63622308	4.48400116	1.11807501
-2.16943097	1.719136	6.04047918	-2.60220695	4.41680288	1.10066104
-2.32899094	1.87531996	6.59252882	-2.8418889	4.76417589	1.25218105
-2.32817602	1.88643706	6.60522604	-2.83235192	4.77606916	1.250916
-2.34666491	1.92171597	6.70905113	-2.8656199	4.84680414	1.26798499
-2.20362496	1.74558699	6.15166616	-2.66049099	4.483634	1.12888205
-2.20341206	1.75341797	6.16104889	-2.654212	4.4924798	1.12878299
-2.20228291	1.73004997	6.12477112	-2.6646719	4.45971918	1.12822294
-2.32340407	1.90976	6.62906313	-2.80954289	4.80342817	1.24603403
-2.32317591	1.91714203	6.63706589	-2.80278206	4.81164312	1.24567902
-2.32156897	1.88545799	6.59132004	-2.8204031	4.76976395	1.24529397
-2.15650606	1.71047199	5.99313307	-2.5721879	4.38519907	1.08136106
-2.15615296	1.711375	5.99309397	-2.57034492	4.38557005	1.08117795
-2.35798693	1.92543197	6.69485617	-2.84399199	4.83159924	1.271119
-2.35818696	1.92380798	6.69272518	-2.84510899	4.82944584	1.27116394
-2.15656304	1.71102703	5.99400377	-2.57194996	4.38596678	1.08142698
-2.15676403	1.71098804	5.99360704	-2.57163	4.38538599	1.08155894
-2.35763693	1.92427301	6.69284296	-2.84429598	4.83022499	1.27082205
-2.35771108	1.92383599	6.69264078	-2.84496999	4.82991219	1.27087104
-2.15896606	1.69917905	5.99157476	-2.59321594	4.37946081	1.08327603
-2.17157507	1.713817	6.02945709	-2.60182309	4.40327692	1.09372103
-2.15907311	1.69830596	5.99158621	-2.59497309	4.37927294	1.08331895
-2.34561205	1.90702498	6.64463997	-2.83059001	4.79840612	1.26137698
-2.17189598	1.71478498	6.03106403	-2.60149503	4.40431976	1.09386003
-2.35493994	1.92822695	6.70331478	-2.84685993	4.841434	1.26911902
-2.34549999	1.90832603	6.64601278	-2.82936001	4.79978323	1.26129198
-2.35424995	1.91907799	6.68985081	-2.85169506	4.829422	1.26881099
-2.30513406	1.86268497	6.51438999	-2.78902006	4.72140121	1.226771
-2.22168398	1.76642895	6.23125219	-2.69839406	4.5366888	1.14558005
-2.22581291	1.74273801	6.20260096	-2.71712494	4.50797606	1.143507
-2.14229202	1.70665002	5.93512583	-2.52182698	4.35338688	1.08042002
-2.36978889	1.96218598	6.81303883	-2.88866711	4.9174428	1.28504205
-2.28986192	1.81783295	6.42112017	-2.78545499	4.65092182	1.20524096
-2.13990092	1.69316399	5.94388723	-2.55755806	4.35575294	1.07231498
-2.37836695	1.94509494	6.80711412	-2.916924	4.89673519	1.29637301
-2.34502602	1.92801797	6.65769577	-2.80166006	4.81440592	1.258968
-2.176929	1.71000004	6.0296731	-2.60967207	4.39654589	1.09665406
-2.17176795	1.71043503	6.03111315	-2.61024308	4.4010272	1.09243596
-2.16132808	1.70492101	5.99702501	-2.58718204	4.38159084	1.08355403
-2.16545796	1.71941102	6.03172302	-2.59290099	4.40899515	1.08678198
-2.35433507	1.91632998	6.65867901	-2.82601905	4.80584621	1.26596105
-2.34942794	1.90694594	6.63610506	-2.82221293	4.79089212	1.26246905
-2.34739208	1.923931	6.65110922	-2.80324602	4.80771494	1.25951695
-2.17169595	1.71935701	6.04151917	-2.60280395	4.41162395	1.09167099
-2.34601998	1.91377199	6.6430521	-2.81550789	4.79878092	1.26006401
-2.29001403	1.82878494	6.44448805	-2.78691792	4.66675282	1.19851601
