   -1.66787004,    0.84981298
   -1.66466403,    0.88038802
   -1.66463602,    0.88040298
   -1.66062498,    0.87542898
   -1.68001103,    0.85467398
   -1.66863298,    0.88271999
   -1.68460596,    0.85746598
   -1.68223298,    0.85334802
   -1.67138195,    0.88280499
   -1.66699505,    0.88089502
   -1.68067896,    0.85597002
   -1.66588295,    0.88034803
   -1.68043494,    0.85613799
   -1.67983794,    0.85562497
   -1.66672695,    0.88102400
   -1.66546500,    0.88014901
   -1.67055297,    0.88267797
   -1.68951905,    0.85039997
   -1.68958199,    0.85045201
   -1.68955398,    0.85044003
   -1.67042899,    0.88270497
   -1.68963099,    0.85050601
   -1.67077196,    0.88284099
   -1.67026806,    0.88258499
   -1.66987705,    0.88200498
   -1.68756199,    0.84889799
   -1.68578506,    0.84958303
   -1.67030704,    0.88223201
   -1.67040598,    0.88221997
   -1.68838096,    0.84941101
   -1.68610799,    0.84983200
   -1.66867101,    0.88121903
   -1.66964900,    0.86772603
   -1.67316401,    0.88383299
   -1.67575204,    0.85726100
   -1.69031703,    0.85023999
   -1.68190706,    0.85440898
   -1.69039297,    0.85771102
   -1.66708100,    0.88162202
   -1.66896200,    0.88278800
   -1.68472803,    0.84478199
   -1.68461800,    0.84551197
   -1.68357503,    0.84387797
   -1.68568695,    0.84577799
   -1.68688500,    0.84866500
   -1.66918600,    0.88052601
   -1.67093599,    0.88212103
   -1.67026305,    0.88163799
   -1.67017698,    0.88186997
   -1.67058098,    0.88226700
   -1.68825495,    0.85469502
   -1.68650806,    0.85052001
   -1.68695402,    0.85803098
   -1.67096400,    0.88250500
   -1.66946101,    0.88391000
   -1.67285097,    0.88533699
   -1.68024302,    0.86162400
   -1.67438304,    0.86314702
   -1.69353902,    0.84589702
   -1.67500699,    0.86653900
   -1.68199003,    0.86018199
   -1.67218602,    0.88418400
   -1.67295599,    0.86136597
   -1.66555703,    0.87976700
   -1.68796802,    0.85355502
   -1.67737401,    0.85805702
   -1.69995904,    0.85114700
   -1.66926503,    0.86250401
   -1.67384601,    0.88392103
   -1.68611503,    0.84844500
   -1.68684304,    0.85839301
   -1.68671703,    0.85495400
   -1.67513704,    0.88458198
   -1.66769004,    0.86289102
   -1.66746294,    0.88202101
   -1.67301798,    0.85863501
   -1.67533898,    0.86130601
   -1.69103801,    0.84682399
   -1.69231904,    0.84688300
   -1.67019999,    0.88270903
   -1.69172502,    0.85719299
   -1.70183301,    0.84560001
   -1.68718004,    0.85701001
   -1.68829298,    0.85207701
   -1.67126095,    0.88191903
   -1.68295395,    0.86181301
   -1.67475402,    0.88540000
   -1.67458701,    0.85918200
   -1.67173302,    0.88275200
   -1.66631401,    0.88019598
   -1.67488098,    0.88497299
   -1.67625403,    0.85811800
   -1.67632401,    0.86140001
   -1.68717802,    0.84305602
   -1.69015098,    0.84891200
   -1.66711903,    0.88044399
   -1.69007099,    0.84952801
   -1.68032801,    0.85419297
   -1.67145097,    0.88322699
   -1.66602695,    0.87955302
   -1.70168996,    0.84331000
   -1.68374002,    0.85479897
   -1.68599296,    0.85527903
   -1.68827498,    0.86591899
   -1.67602503,    0.88533997
   -1.69547606,    0.85934102
   -1.66752005,    0.88006902
   -1.67749906,    0.86265600
   -1.66996205,    0.88107997
   -1.68433404,    0.85585201
   -1.68931901,    0.84352100
   -1.67248797,    0.88357502
   -1.66663802,    0.88055199
   -1.68495703,    0.85489798
   -1.68546700,    0.85842401
   -1.69148898,    0.85978103
   -1.66998005,    0.88228899
   -1.69137001,    0.84395999
   -1.67021501,    0.88156402
   -1.69234395,    0.84028500
   -1.67549598,    0.88479000
   -1.68593705,    0.85305297
   -1.67378604,    0.88533098
   -1.68507695,    0.85938400
   -1.67318797,    0.88425797
   -1.68643701,    0.85197997
   -1.69206703,    0.84550202
   -1.67039096,    0.88270903
   -1.68999696,    0.84382898
   -1.68555403,    0.85349297
   -1.68949199,    0.84499002
   -1.68421602,    0.86000597
   -1.69439006,    0.84828901
   -1.68818104,    0.85182101
   -1.68727100,    0.85342699
   -1.67342603,    0.88532197
   -1.68757796,    0.84263998
   -1.67096698,    0.88292098
   -1.68541002,    0.85249502
   -1.69073606,    0.84529102
   -1.67137599,    0.88248903
   -1.66968799,    0.88271302
   -1.69315195,    0.83950502
   -1.67532802,    0.88606900
   -1.68878996,    0.84886497
   -1.68821895,    0.85237098
   -1.68691695,    0.86111700
   -1.67069304,    0.88285297
   -1.69396400,    0.86077398
   -1.68893301,    0.86348301
   -1.67857695,    0.85870397
   -1.68620098,    0.84860998
   -1.67044306,    0.88159901
   -1.67051601,    0.88193798
   -1.68378103,    0.84451199
   -1.67230701,    0.88320500
   -1.67144203,    0.88218301
   -1.68426800,    0.84477598
   -1.68599296,    0.84762800
   -1.68205404,    0.84335297
   -1.68394303,    0.84438402
   -1.68447804,    0.84677702
   -1.67713404,    0.84058899
   -1.67896700,    0.84057599
   -1.67777002,    0.84112602
   -1.66671503,    0.87902302
   -1.68765104,    0.84892601
   -1.66741705,    0.87956703
   -1.68838596,    0.84953803
   -1.68101096,    0.84183902
   -1.66990697,    0.88151199
   -1.67196000,    0.88275802
   -1.66923296,    0.88084000
   -1.68466997,    0.84511399
   -1.68611896,    0.84579003
