1	1.361132	-0.489461	2.476191	-1.779908	0.882578	2.478139	-0.73138	4.669613	-2.849134	1.194776
2	1.361132	-0.48946	2.476191	-1.779908	0.882578	2.478137	-0.731374	4.669613	-2.849131	1.194776
3	1.358303	-0.489674	2.455381	-1.806701	0.889115	2.431742	-0.718982	4.624942	-2.76896	1.183566
4	1.403655	-0.495966	2.543825	-1.833978	0.865262	2.398573	-0.707102	4.565852	-2.797099	1.134637
5	1.335277	-0.482763	2.399365	-1.744723	0.882669	2.566242	-0.7526	4.835801	-2.924249	1.236482
6	1.362657	-0.491368	2.475467	-1.814803	0.8924	2.463108	-0.728014	4.626562	-2.779097	1.203215
7	1.362658	-0.49137	2.475467	-1.814806	0.8924	2.463109	-0.728016	4.626562	-2.779099	1.203215
8	1.381656	-0.492577	2.513364	-1.815707	0.87114	2.478053	-0.730556	4.668391	-2.851531	1.190182
9	1.381656	-0.492577	2.513364	-1.815707	0.87114	2.485014	-0.733467	4.655349	-2.847793	1.20079
10	1.358964	-0.489709	2.469222	-1.811314	0.887517	2.428449	-0.719535	4.60347	-2.768805	1.184743
11	1.381146	-0.491944	2.516195	-1.815784	0.869394	2.47901	-0.731604	4.656559	-2.850878	1.194576
12	1.381146	-0.491944	2.516195	-1.815784	0.869394	2.479015	-0.731609	4.656559	-2.850879	1.194576
13	1.355763	-0.489254	2.470555	-1.812444	0.888006	2.474899	-0.731462	4.649134	-2.797855	1.20598
14	1.355763	-0.489254	2.470555	-1.812444	0.888006	2.4749	-0.731463	4.649134	-2.797855	1.20598
15	1.392806	-0.495044	2.531485	-1.814348	0.870851	2.516714	-0.739749	4.695969	-2.871075	1.212183
16	1.392806	-0.495044	2.531485	-1.814348	0.870851	2.463905	-0.725315	4.649438	-2.84443	1.179404
17	1.365452	-0.489806	2.484655	-1.805919	0.878548	2.482585	-0.7326	4.681868	-2.831922	1.201053
18	1.365452	-0.489806	2.484655	-1.805919	0.878548	2.482579	-0.73259	4.681868	-2.831918	1.201053
19	1.365459	-0.489811	2.484655	-1.805918	0.878548	2.4826	-0.732607	4.681868	-2.831914	1.201053
20	1.365459	-0.489811	2.484655	-1.805918	0.878548	2.482595	-0.732604	4.681868	-2.831917	1.201053
21	1.356899	-0.488423	2.465065	-1.768912	0.881934	2.463075	-0.724242	4.639831	-2.836789	1.171222
22	1.356902	-0.488427	2.465065	-1.768912	0.881934	2.463075	-0.724242	4.639831	-2.836789	1.171222
23	1.365181	-0.490461	2.487714	-1.78138	0.882799	2.482896	-0.731525	4.648971	-2.845856	1.195157
24	1.365179	-0.490459	2.487714	-1.781381	0.882799	2.482895	-0.731522	4.648971	-2.845853	1.195157
25	1.370675	-0.490877	2.487796	-1.814332	0.878248	2.446485	-0.722143	4.636826	-2.812446	1.178389
26	1.370673	-0.490884	2.487796	-1.814341	0.878248	2.446491	-0.722143	4.636826	-2.81244	1.178389
27	1.359874	-0.489389	2.477183	-1.776214	0.884185	2.502762	-0.735903	4.697985	-2.856725	1.203085
28	1.359874	-0.489389	2.477183	-1.776214	0.884185	2.502753	-0.735894	4.697985	-2.856726	1.203085
29	1.359874	-0.489386	2.477183	-1.776211	0.884185	2.502762	-0.735903	4.697985	-2.856725	1.203085
30	1.359874	-0.489386	2.477183	-1.776211	0.884185	2.502753	-0.735894	4.697985	-2.856726	1.203085
31	1.354875	-0.488243	2.459057	-1.782125	0.88722	2.429991	-0.719396	4.607711	-2.785958	1.172856
32	1.354875	-0.488245	2.459057	-1.782127	0.88722	2.429991	-0.719396	4.607711	-2.785958	1.172856
33	1.354876	-0.488245	2.459057	-1.782126	0.88722	2.429987	-0.719391	4.607711	-2.785957	1.172856
34	1.354877	-0.488243	2.459057	-1.782124	0.88722	2.429987	-0.719391	4.607711	-2.785957	1.172856
35	1.405154	-0.497201	2.562572	-1.836239	0.869123	2.423943	-0.71356	4.572672	-2.81351	1.14825
36	1.389613	-0.494157	2.523327	-1.816221	0.870897	2.48802	-0.732902	4.699382	-2.868014	1.196026
37	1.389613	-0.494157	2.523327	-1.816221	0.870897	2.488016	-0.732899	4.699382	-2.868015	1.196026
38	1.373987	-0.490566	2.49769	-1.811819	0.870881	2.484625	-0.732563	4.685885	-2.848047	1.197067
39	1.373987	-0.490566	2.49769	-1.811819	0.870881	2.48462	-0.732558	4.685885	-2.848047	1.197067
40	1.361501	-0.490085	2.492392	-1.812679	0.887029	2.474167	-0.731426	4.633044	-2.804162	1.204324
41	1.361501	-0.490085	2.492392	-1.812679	0.887029	2.47417	-0.731436	4.633044	-2.804168	1.204324
42	1.374084	-0.491711	2.513912	-1.820566	0.87942	2.4389	-0.720658	4.616241	-2.800829	1.175874
43	1.374085	-0.491717	2.513912	-1.820571	0.87942	2.438896	-0.72065	4.616241	-2.800824	1.175874
