cc-pV		-1382.078144	-1493.523185	-1574.847944
may-cc-pV	-1392.143639	-1498.65788	-1576.384488
jun-cc-pV	-1399.690882	-1501.634806	-1576.026319
jul-cc-pV	-1412.602206	-1507.073244	-1576.011569
aug-cc-pV	-1417.40338	-1509.320496	-1576.395149
